,Nutrient nitrogen N (total) - tonnes,Nutrient phosphate P2O5 (total) - tonnes,Nutrient potash K2O (total) - tonnes,Item,Yield(tonnes/ha),Fung & Bact – Benzimidazoles,"Fung & Bact – Diazines, morpholines",Fung & Bact – Dithiocarbamates,Fung & Bact – Inorganics,Fung & Bact – Other,"Fung & Bact – Triazoles, diazoles",Herbicides – Amides,Herbicides – Carbamates,Herbicides – Dinitroanilines,Herbicides – Other,Herbicides – Phenoxy hormone products,Herbicides – Triazines,Herbicides – Urea derivates,Insecticides – Botanical products and biologicals,Insecticides – Carbamates,Insecticides – Organo-phosphates,Insecticides – Other,Insecticides – Pyrethroids,Mineral Oils,Plant Growth Regulators,Rodenticides – Other,Herbicides – Bipiridils,Herbicides – Sulfonyl ureas,Rodenticides – Anti-coagulants,Category,Crop_season,Nutrient nitrogen N (total) - tonnes-1,Nutrient nitrogen N (total) - tonnes-2,Nutrient nitrogen N (total) - tonnes-3,Nutrient phosphate P2O5 (total) - tonnes-1,Nutrient phosphate P2O5 (total) - tonnes-2,Nutrient phosphate P2O5 (total) - tonnes-3,Nutrient potash K2O (total) - tonnes-1,Nutrient potash K2O (total) - tonnes-2,Nutrient potash K2O (total) - tonnes-3,Yield(tonnes/ha)-1,Yield(tonnes/ha)-2,Yield(tonnes/ha)-3,Fung & Bact – Benzimidazoles-1,Fung & Bact – Benzimidazoles-2,Fung & Bact – Benzimidazoles-3,"Fung & Bact – Diazines, morpholines-1","Fung & Bact – Diazines, morpholines-2","Fung & Bact – Diazines, morpholines-3",Fung & Bact – Dithiocarbamates-1,Fung & Bact – Dithiocarbamates-2,Fung & Bact – Dithiocarbamates-3,Fung & Bact – Inorganics-1,Fung & Bact – Inorganics-2,Fung & Bact – Inorganics-3,Fung & Bact – Other-1,Fung & Bact – Other-2,Fung & Bact – Other-3,"Fung & Bact – Triazoles, diazoles-1","Fung & Bact – Triazoles, diazoles-2","Fung & Bact – Triazoles, diazoles-3",Herbicides – Amides-1,Herbicides – Amides-2,Herbicides – Amides-3,Herbicides – Carbamates-1,Herbicides – Carbamates-2,Herbicides – Carbamates-3,Herbicides – Dinitroanilines-1,Herbicides – Dinitroanilines-2,Herbicides – Dinitroanilines-3,Herbicides – Other-1,Herbicides – Other-2,Herbicides – Other-3,Herbicides – Phenoxy hormone products-1,Herbicides – Phenoxy hormone products-2,Herbicides – Phenoxy hormone products-3,Herbicides – Triazines-1,Herbicides – Triazines-2,Herbicides – Triazines-3,Herbicides – Urea derivates-1,Herbicides – Urea derivates-2,Herbicides – Urea derivates-3,Insecticides – Botanical products and biologicals-1,Insecticides – Botanical products and biologicals-2,Insecticides – Botanical products and biologicals-3,Insecticides – Carbamates-1,Insecticides – Carbamates-2,Insecticides – Carbamates-3,Insecticides – Organo-phosphates-1,Insecticides – Organo-phosphates-2,Insecticides – Organo-phosphates-3,Insecticides – Other-1,Insecticides – Other-2,Insecticides – Other-3,Insecticides – Pyrethroids-1,Insecticides – Pyrethroids-2,Insecticides – Pyrethroids-3,Mineral Oils-1,Mineral Oils-2,Mineral Oils-3,Plant Growth Regulators-1,Plant Growth Regulators-2,Plant Growth Regulators-3,Rodenticides – Other-1,Rodenticides – Other-2,Rodenticides – Other-3,Herbicides – Bipiridils-1,Herbicides – Bipiridils-2,Herbicides – Bipiridils-3,Herbicides – Sulfonyl ureas-1,Herbicides – Sulfonyl ureas-2,Herbicides – Sulfonyl ureas-3,Rodenticides – Anti-coagulants-1,Rodenticides – Anti-coagulants-2,Rodenticides – Anti-coagulants-3
2007-01-01,0.0,0.0,0.0,Grapes,14.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,0.0,0.0,0.0,0.0,168.26,129.13,293.8,0.0,0.0,0.0,2826.45,0.0,0.0,0.0,0.1,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666,4.3113,6.3296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2007-01-01,0.0,0.0,0.0,Other berries and fruits of the genus vaccinium n.e.c.,3.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,0.0,0.0,0.0,0.0,168.26,129.13,293.8,0.0,0.0,0.0,2826.45,0.0,0.0,0.0,0.1,Fruits and Nuts,Year-Round,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0479,6.666,4.3113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2007-01-01,0.0,0.0,0.0,Other stone fruits,10.6881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,0.0,0.0,0.0,0.0,168.26,129.13,293.8,0.0,0.0,0.0,2826.45,0.0,0.0,0.0,0.1,Fruits and Nuts,Year-Round,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7375,14.0479,6.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2007-01-01,0.0,0.0,0.0,Peaches and nectarines,7.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,0.0,0.0,0.0,0.0,168.26,129.13,293.8,0.0,0.0,0.0,2826.45,0.0,0.0,0.0,0.1,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6881,3.7375,14.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2007-01-01,0.0,0.0,0.0,Pears,23.8045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,0.0,0.0,0.0,0.0,168.26,129.13,293.8,0.0,0.0,0.0,2826.45,0.0,0.0,0.0,0.1,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7143,10.6881,3.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2007-01-01,0.0,0.0,0.0,Plums and sloes,14.4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,0.0,0.0,0.0,0.0,168.26,129.13,293.8,0.0,0.0,0.0,2826.45,0.0,0.0,0.0,0.1,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8045,7.7143,10.6881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2007-01-01,0.0,0.0,0.0,Raspberries,5.5227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,0.0,0.0,0.0,0.0,168.26,129.13,293.8,0.0,0.0,0.0,2826.45,0.0,0.0,0.0,0.1,Fruits and Nuts,Spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4033,23.8045,7.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2007-01-01,0.0,0.0,0.0,Sour cherries,8.3935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,0.0,0.0,0.0,0.0,168.26,129.13,293.8,0.0,0.0,0.0,2826.45,0.0,0.0,0.0,0.1,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5227,14.4033,23.8045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2007-01-01,0.0,0.0,0.0,Strawberries,12.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,0.0,0.0,0.0,0.0,168.26,129.13,293.8,0.0,0.0,0.0,2826.45,0.0,0.0,0.0,0.1,Fruits and Nuts,Spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3935,5.5227,14.4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2007-01-01,0.0,0.0,0.0,"Walnuts, in shell",3.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,0.0,0.0,0.0,0.0,168.26,129.13,293.8,0.0,0.0,0.0,2826.45,0.0,0.0,0.0,0.1,Fruits and Nuts,Autumn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1923,8.3935,5.5227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2008-01-01,-256551.0,-142347.0,-332132.0,Apples,32.9244,4.830000000000005,121.63999999999999,-221.69000000000005,313.32000000000016,235.98000000000002,-10.940000000000055,333.25,-201.14999999999998,831.32,1978.46,-218.20999999999992,-63.27000000000021,-209.5,160.37,115.63,195.9,-55.85000000000002,-19.729999999999997,1.2800000000000011,2921.53,40.099999999999994,-12.89,33.34999999999998,0.41,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.095,12.1923,8.3935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.07,1009.07,1009.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.26,168.26,168.26,129.13,129.13,129.13,293.8,293.8,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.45,2826.45,2826.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
2008-01-01,0.0,0.0,0.0,Apricots,4.3044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Spring,-256551.0,0.0,0.0,-142347.0,0.0,0.0,-332132.0,0.0,0.0,32.9244,3.095,12.1923,4.830000000000005,0.0,0.0,121.63999999999999,0.0,0.0,-221.69000000000005,0.0,0.0,313.32000000000016,0.0,0.0,235.98000000000002,0.0,0.0,-10.940000000000055,0.0,0.0,333.25,0.0,0.0,-201.14999999999998,0.0,0.0,831.32,1009.07,1009.07,1978.46,0.0,0.0,-218.20999999999992,0.0,0.0,-63.27000000000021,0.0,0.0,-209.5,0.0,0.0,160.37,168.26,168.26,115.63,129.13,129.13,195.9,293.8,293.8,-55.85000000000002,0.0,0.0,-19.729999999999997,0.0,0.0,1.2800000000000011,0.0,0.0,2921.53,2826.45,2826.45,40.099999999999994,0.0,0.0,-12.89,0.0,0.0,33.34999999999998,0.0,0.0,0.41,0.1,0.1
2008-01-01,0.0,0.0,0.0,Blueberries,2.9275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Summer,0.0,-256551.0,0.0,0.0,-142347.0,0.0,0.0,-332132.0,0.0,4.3044,32.9244,3.095,0.0,4.830000000000005,0.0,0.0,121.63999999999999,0.0,0.0,-221.69000000000005,0.0,0.0,313.32000000000016,0.0,0.0,235.98000000000002,0.0,0.0,-10.940000000000055,0.0,0.0,333.25,0.0,0.0,-201.14999999999998,0.0,831.32,831.32,1009.07,0.0,1978.46,0.0,0.0,-218.20999999999992,0.0,0.0,-63.27000000000021,0.0,0.0,-209.5,0.0,160.37,160.37,168.26,115.63,115.63,129.13,195.9,195.9,293.8,0.0,-55.85000000000002,0.0,0.0,-19.729999999999997,0.0,0.0,1.2800000000000011,0.0,2921.53,2921.53,2826.45,0.0,40.099999999999994,0.0,0.0,-12.89,0.0,0.0,33.34999999999998,0.0,0.41,0.41,0.1
2008-01-01,0.0,0.0,0.0,Cherries,4.6185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Spring,0.0,0.0,-256551.0,0.0,0.0,-142347.0,0.0,0.0,-332132.0,2.9275,4.3044,32.9244,0.0,0.0,4.830000000000005,0.0,0.0,121.63999999999999,0.0,0.0,-221.69000000000005,0.0,0.0,313.32000000000016,0.0,0.0,235.98000000000002,0.0,0.0,-10.940000000000055,0.0,0.0,333.25,0.0,0.0,-201.14999999999998,831.32,831.32,831.32,0.0,0.0,1978.46,0.0,0.0,-218.20999999999992,0.0,0.0,-63.27000000000021,0.0,0.0,-209.5,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,-55.85000000000002,0.0,0.0,-19.729999999999997,0.0,0.0,1.2800000000000011,2921.53,2921.53,2921.53,0.0,0.0,40.099999999999994,0.0,0.0,-12.89,0.0,0.0,33.34999999999998,0.41,0.41,0.41
2008-01-01,0.0,0.0,0.0,Currants,5.2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6185,2.9275,4.3044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,831.32,831.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.53,2921.53,2921.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41
2008-01-01,0.0,0.0,0.0,Gooseberries,6.7052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2281,4.6185,2.9275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,831.32,831.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.53,2921.53,2921.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41
2008-01-01,0.0,0.0,0.0,Grapes,13.5497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7052,5.2281,4.6185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,831.32,831.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.53,2921.53,2921.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41
2008-01-01,0.0,0.0,0.0,Other berries and fruits of the genus vaccinium n.e.c.,2.3289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Year-Round,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5497,6.7052,5.2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,831.32,831.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.53,2921.53,2921.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41
2008-01-01,0.0,0.0,0.0,Other stone fruits,7.6977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Year-Round,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3289,13.5497,6.7052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,831.32,831.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.53,2921.53,2921.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41
2008-01-01,0.0,0.0,0.0,Peaches and nectarines,7.7273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6977,2.3289,13.5497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,831.32,831.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.53,2921.53,2921.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41
2008-01-01,0.0,0.0,0.0,Pears,18.2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7273,7.6977,2.3289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,831.32,831.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.53,2921.53,2921.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41
2008-01-01,0.0,0.0,0.0,Plums and sloes,6.9097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2182,7.7273,7.6977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,831.32,831.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.53,2921.53,2921.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41
2008-01-01,0.0,0.0,0.0,Raspberries,4.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9097,18.2182,7.7273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,831.32,831.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.53,2921.53,2921.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41
2008-01-01,0.0,0.0,0.0,Sour cherries,4.3791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,0.0,0.0,0.0,0.0,160.37,115.63,195.9,0.0,0.0,0.0,2921.53,0.0,0.0,0.0,0.41,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7625,6.9097,18.2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.32,831.32,831.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.37,160.37,160.37,115.63,115.63,115.63,195.9,195.9,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.53,2921.53,2921.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41
