,Year,Item,harvest_area (ha),tonnes,Yield(hg/ha),Natural gas supply to industrial consumers - (Cents/kWh),Energy Price( cents per kilowatt hour),agricultural_land(1000 ha),forest_land(1000 ha)
347,2015,"Peas, dry",79100,276800.0,34994,15,15.23,16731,5709.5
348,2015,"Peas, dry",79100,276800.0,34994,15,15.23,12051,11419.0
349,2015,"Peas, dry",79100,276800.0,34994,15,15.23,12051,5709.5
350,2015,"Peas, green",4786,27369.7,57188,15,15.23,18424,11419.0
351,2015,"Peas, green",4786,27369.7,57188,15,15.23,18424,5709.5
352,2015,"Peas, green",4786,27369.7,57188,15,15.23,16731,11419.0
353,2015,"Peas, green",4786,27369.7,57188,15,15.23,16731,5709.5
354,2015,"Peas, green",4786,27369.7,57188,15,15.23,12051,11419.0
355,2015,"Peas, green",4786,27369.7,57188,15,15.23,12051,5709.5
356,2015,Plums and sloes,3849,46920.0,121902,15,15.23,18424,11419.0
357,2015,Plums and sloes,3849,46920.0,121902,15,15.23,18424,5709.5
358,2015,Plums and sloes,3849,46920.0,121902,15,15.23,16731,11419.0
359,2015,Plums and sloes,3849,46920.0,121902,15,15.23,16731,5709.5
360,2015,Plums and sloes,3849,46920.0,121902,15,15.23,12051,11419.0
361,2015,Plums and sloes,3849,46920.0,121902,15,15.23,12051,5709.5
362,2015,Potatoes,236700,10370200.0,438116,15,15.23,18424,11419.0
363,2015,Potatoes,236700,10370200.0,438116,15,15.23,18424,5709.5
364,2015,Potatoes,236700,10370200.0,438116,15,15.23,16731,11419.0
365,2015,Potatoes,236700,10370200.0,438116,15,15.23,16731,5709.5
366,2015,Potatoes,236700,10370200.0,438116,15,15.23,12051,11419.0
367,2015,Potatoes,236700,10370200.0,438116,15,15.23,12051,5709.5
368,2015,"Pumpkins, squash and gourds",4622,109196.1,236258,15,15.23,18424,11419.0
369,2015,"Pumpkins, squash and gourds",4622,109196.1,236258,15,15.23,18424,5709.5
370,2015,"Pumpkins, squash and gourds",4622,109196.1,236258,15,15.23,16731,11419.0
371,2015,"Pumpkins, squash and gourds",4622,109196.1,236258,15,15.23,16731,5709.5
372,2015,"Pumpkins, squash and gourds",4622,109196.1,236258,15,15.23,12051,11419.0
373,2015,"Pumpkins, squash and gourds",4622,109196.1,236258,15,15.23,12051,5709.5
374,2015,Rape or colza seed,1285500,5016800.0,39026,15,15.23,18424,11419.0
375,2015,Rape or colza seed,1285500,5016800.0,39026,15,15.23,18424,5709.5
376,2015,Rape or colza seed,1285500,5016800.0,39026,15,15.23,16731,11419.0
377,2015,Rape or colza seed,1285500,5016800.0,39026,15,15.23,16731,5709.5
378,2015,Rape or colza seed,1285500,5016800.0,39026,15,15.23,12051,11419.0
379,2015,Rape or colza seed,1285500,5016800.0,39026,15,15.23,12051,5709.5
380,2015,Raspberries,1022,5631.0,55098,15,15.23,18424,11419.0
381,2015,Raspberries,1022,5631.0,55098,15,15.23,18424,5709.5
382,2015,Raspberries,1022,5631.0,55098,15,15.23,16731,11419.0
383,2015,Raspberries,1022,5631.0,55098,15,15.23,16731,5709.5
384,2015,Raspberries,1022,5631.0,55098,15,15.23,12051,11419.0
385,2015,Raspberries,1022,5631.0,55098,15,15.23,12051,5709.5
386,2015,Rye,616000,3487800.0,56620,15,15.23,18424,11419.0
387,2015,Rye,616000,3487800.0,56620,15,15.23,18424,5709.5
388,2015,Rye,616000,3487800.0,56620,15,15.23,16731,11419.0
389,2015,Rye,616000,3487800.0,56620,15,15.23,16731,5709.5
390,2015,Rye,616000,3487800.0,56620,15,15.23,12051,11419.0
391,2015,Rye,616000,3487800.0,56620,15,15.23,12051,5709.5
392,2015,Sour cherries,2032,17119.0,84247,15,15.23,18424,11419.0
393,2015,Sour cherries,2032,17119.0,84247,15,15.23,18424,5709.5
394,2015,Sour cherries,2032,17119.0,84247,15,15.23,16731,11419.0
395,2015,Sour cherries,2032,17119.0,84247,15,15.23,16731,5709.5
396,2015,Sour cherries,2032,17119.0,84247,15,15.23,12051,11419.0
397,2015,Sour cherries,2032,17119.0,84247,15,15.23,12051,5709.5
398,2015,Spinach,3296,62782.8,190459,15,15.23,18424,11419.0
399,2015,Spinach,3296,62782.8,190459,15,15.23,18424,5709.5
400,2015,Spinach,3296,62782.8,190459,15,15.23,16731,11419.0
401,2015,Spinach,3296,62782.8,190459,15,15.23,16731,5709.5
402,2015,Spinach,3296,62782.8,190459,15,15.23,12051,11419.0
403,2015,Spinach,3296,62782.8,190459,15,15.23,12051,5709.5
404,2015,Strawberries,14720,172590.0,117249,15,15.23,18424,11419.0
405,2015,Strawberries,14720,172590.0,117249,15,15.23,18424,5709.5
406,2015,Strawberries,14720,172590.0,117249,15,15.23,16731,11419.0
407,2015,Strawberries,14720,172590.0,117249,15,15.23,16731,5709.5
408,2015,Strawberries,14720,172590.0,117249,15,15.23,12051,11419.0
409,2015,Strawberries,14720,172590.0,117249,15,15.23,12051,5709.5
410,2015,Sugar beet,312800,22572000.0,721611,15,15.23,18424,11419.0
411,2015,Sugar beet,312800,22572000.0,721611,15,15.23,18424,5709.5
412,2015,Sugar beet,312800,22572000.0,721611,15,15.23,16731,11419.0
413,2015,Sugar beet,312800,22572000.0,721611,15,15.23,16731,5709.5
414,2015,Sugar beet,312800,22572000.0,721611,15,15.23,12051,11419.0
415,2015,Sugar beet,312800,22572000.0,721611,15,15.23,12051,5709.5
416,2015,Sunflower seed,18400,35300.0,19185,15,15.23,18424,11419.0
417,2015,Sunflower seed,18400,35300.0,19185,15,15.23,18424,5709.5
418,2015,Sunflower seed,18400,35300.0,19185,15,15.23,16731,11419.0
419,2015,Sunflower seed,18400,35300.0,19185,15,15.23,16731,5709.5
420,2015,Sunflower seed,18400,35300.0,19185,15,15.23,12051,11419.0
421,2015,Sunflower seed,18400,35300.0,19185,15,15.23,12051,5709.5
422,2015,Tomatoes,328,80916.19,2467785,15,15.23,18424,11419.0
423,2015,Tomatoes,328,80916.19,2467785,15,15.23,18424,5709.5
424,2015,Tomatoes,328,80916.19,2467785,15,15.23,16731,11419.0
425,2015,Tomatoes,328,80916.19,2467785,15,15.23,16731,5709.5
426,2015,Tomatoes,328,80916.19,2467785,15,15.23,12051,11419.0
427,2015,Tomatoes,328,80916.19,2467785,15,15.23,12051,5709.5
428,2015,Triticale,401600,2598300.0,64699,15,15.23,18424,11419.0
429,2015,Triticale,401600,2598300.0,64699,15,15.23,18424,5709.5
430,2015,Triticale,401600,2598300.0,64699,15,15.23,16731,11419.0
431,2015,Triticale,401600,2598300.0,64699,15,15.23,16731,5709.5
432,2015,Triticale,401600,2598300.0,64699,15,15.23,12051,11419.0
433,2015,Triticale,401600,2598300.0,64699,15,15.23,12051,5709.5
434,2015,Wheat,3282700,26549500.0,80877,15,15.23,18424,11419.0
435,2015,Wheat,3282700,26549500.0,80877,15,15.23,18424,5709.5
436,2015,Wheat,3282700,26549500.0,80877,15,15.23,16731,11419.0
437,2015,Wheat,3282700,26549500.0,80877,15,15.23,16731,5709.5
438,2015,Wheat,3282700,26549500.0,80877,15,15.23,12051,11419.0
439,2015,Wheat,3282700,26549500.0,80877,15,15.23,12051,5709.5
440,2016,Apples,31334,1032913.0,329646,29,15.55,18342,11419.0
441,2016,Apples,31334,1032913.0,329646,29,15.55,18342,5709.5
442,2016,Apples,31334,1032913.0,329646,29,15.55,16659,11419.0
443,2016,Apples,31334,1032913.0,329646,29,15.55,16659,5709.5
444,2016,Apples,31334,1032913.0,329646,29,15.55,11963,11419.0
445,2016,Apples,31334,1032913.0,329646,29,15.55,11963,5709.5
446,2016,Asparagus,22274,120014.0,53881,29,15.55,18342,11419.0
447,2016,Asparagus,22274,120014.0,53881,29,15.55,18342,5709.5
448,2016,Asparagus,22274,120014.0,53881,29,15.55,16659,11419.0
449,2016,Asparagus,22274,120014.0,53881,29,15.55,16659,5709.5
450,2016,Asparagus,22274,120014.0,53881,29,15.55,11963,11419.0
451,2016,Asparagus,22274,120014.0,53881,29,15.55,11963,5709.5
452,2016,Barley,1605000,10730500.0,66857,29,15.55,18342,11419.0
453,2016,Barley,1605000,10730500.0,66857,29,15.55,18342,5709.5
454,2016,Barley,1605000,10730500.0,66857,29,15.55,16659,11419.0
455,2016,Barley,1605000,10730500.0,66857,29,15.55,16659,5709.5
456,2016,Barley,1605000,10730500.0,66857,29,15.55,11963,11419.0
457,2016,Barley,1605000,10730500.0,66857,29,15.55,11963,5709.5
458,2016,Blueberries,2714,10710.0,39462,29,15.55,18342,11419.0
459,2016,Blueberries,2714,10710.0,39462,29,15.55,18342,5709.5
460,2016,Blueberries,2714,10710.0,39462,29,15.55,16659,11419.0
461,2016,Blueberries,2714,10710.0,39462,29,15.55,16659,5709.5
462,2016,Blueberries,2714,10710.0,39462,29,15.55,11963,11419.0
463,2016,Blueberries,2714,10710.0,39462,29,15.55,11963,5709.5
464,2016,"Broad beans and horse beans, dry",38800,153700.0,39613,29,15.55,18342,11419.0
465,2016,"Broad beans and horse beans, dry",38800,153700.0,39613,29,15.55,18342,5709.5
466,2016,"Broad beans and horse beans, dry",38800,153700.0,39613,29,15.55,16659,11419.0
467,2016,"Broad beans and horse beans, dry",38800,153700.0,39613,29,15.55,16659,5709.5
468,2016,"Broad beans and horse beans, dry",38800,153700.0,39613,29,15.55,11963,11419.0
469,2016,"Broad beans and horse beans, dry",38800,153700.0,39613,29,15.55,11963,5709.5
470,2016,"Broad beans and horse beans, green",449,3492.0,77773,29,15.55,18342,11419.0
471,2016,"Broad beans and horse beans, green",449,3492.0,77773,29,15.55,18342,5709.5
472,2016,"Broad beans and horse beans, green",449,3492.0,77773,29,15.55,16659,11419.0
473,2016,"Broad beans and horse beans, green",449,3492.0,77773,29,15.55,16659,5709.5
474,2016,"Broad beans and horse beans, green",449,3492.0,77773,29,15.55,11963,11419.0
475,2016,"Broad beans and horse beans, green",449,3492.0,77773,29,15.55,11963,5709.5
476,2016,Cabbages,13339,715609.0,536479,29,15.55,18342,11419.0
477,2016,Cabbages,13339,715609.0,536479,29,15.55,18342,5709.5
478,2016,Cabbages,13339,715609.0,536479,29,15.55,16659,11419.0
479,2016,Cabbages,13339,715609.0,536479,29,15.55,16659,5709.5
480,2016,Cabbages,13339,715609.0,536479,29,15.55,11963,11419.0
481,2016,Cabbages,13339,715609.0,536479,29,15.55,11963,5709.5
482,2016,Carrots and turnips,11209,641628.0,572422,29,15.55,18342,11419.0
483,2016,Carrots and turnips,11209,641628.0,572422,29,15.55,18342,5709.5
484,2016,Carrots and turnips,11209,641628.0,572422,29,15.55,16659,11419.0
485,2016,Carrots and turnips,11209,641628.0,572422,29,15.55,16659,5709.5
486,2016,Carrots and turnips,11209,641628.0,572422,29,15.55,11963,11419.0
487,2016,Carrots and turnips,11209,641628.0,572422,29,15.55,11963,5709.5
488,2016,Cauliflowers and broccoli,5463,122432.0,224111,29,15.55,18342,11419.0
489,2016,Cauliflowers and broccoli,5463,122432.0,224111,29,15.55,18342,5709.5
490,2016,Cauliflowers and broccoli,5463,122432.0,224111,29,15.55,16659,11419.0
491,2016,Cauliflowers and broccoli,5463,122432.0,224111,29,15.55,16659,5709.5
492,2016,Cauliflowers and broccoli,5463,122432.0,224111,29,15.55,11963,11419.0
493,2016,Cauliflowers and broccoli,5463,122432.0,224111,29,15.55,11963,5709.5
494,2016,Cherries,5126,29373.0,57302,29,15.55,18342,11419.0
495,2016,Cherries,5126,29373.0,57302,29,15.55,18342,5709.5
496,2016,Cherries,5126,29373.0,57302,29,15.55,16659,11419.0
497,2016,Cherries,5126,29373.0,57302,29,15.55,16659,5709.5
498,2016,Cherries,5126,29373.0,57302,29,15.55,11963,11419.0
499,2016,Cherries,5126,29373.0,57302,29,15.55,11963,5709.5
500,2016,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",82,9375.0,1143293,29,15.55,18342,11419.0
501,2016,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",82,9375.0,1143293,29,15.55,18342,5709.5
502,2016,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",82,9375.0,1143293,29,15.55,16659,11419.0
503,2016,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",82,9375.0,1143293,29,15.55,16659,5709.5
504,2016,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",82,9375.0,1143293,29,15.55,11963,11419.0
505,2016,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",82,9375.0,1143293,29,15.55,11963,5709.5
506,2016,Cucumbers and gherkins,2734,260915.0,954334,29,15.55,18342,11419.0
507,2016,Cucumbers and gherkins,2734,260915.0,954334,29,15.55,18342,5709.5
508,2016,Cucumbers and gherkins,2734,260915.0,954334,29,15.55,16659,11419.0
509,2016,Cucumbers and gherkins,2734,260915.0,954334,29,15.55,16659,5709.5
510,2016,Cucumbers and gherkins,2734,260915.0,954334,29,15.55,11963,11419.0
511,2016,Cucumbers and gherkins,2734,260915.0,954334,29,15.55,11963,5709.5
512,2016,Currants,2333,13992.0,59974,29,15.55,18342,11419.0
513,2016,Currants,2333,13992.0,59974,29,15.55,18342,5709.5
514,2016,Currants,2333,13992.0,59974,29,15.55,16659,11419.0
515,2016,Currants,2333,13992.0,59974,29,15.55,16659,5709.5
516,2016,Currants,2333,13992.0,59974,29,15.55,11963,11419.0
517,2016,Currants,2333,13992.0,59974,29,15.55,11963,5709.5
518,2016,Grapes,100039,1225570.0,122509,29,15.55,18342,11419.0
519,2016,Grapes,100039,1225570.0,122509,29,15.55,18342,5709.5
520,2016,Grapes,100039,1225570.0,122509,29,15.55,16659,11419.0
521,2016,Grapes,100039,1225570.0,122509,29,15.55,16659,5709.5
522,2016,Grapes,100039,1225570.0,122509,29,15.55,11963,11419.0
523,2016,Grapes,100039,1225570.0,122509,29,15.55,11963,5709.5
524,2016,Leeks and other alliaceous vegetables,2129,85861.0,403293,29,15.55,18342,11419.0
525,2016,Leeks and other alliaceous vegetables,2129,85861.0,403293,29,15.55,18342,5709.5
526,2016,Leeks and other alliaceous vegetables,2129,85861.0,403293,29,15.55,16659,11419.0
527,2016,Leeks and other alliaceous vegetables,2129,85861.0,403293,29,15.55,16659,5709.5
528,2016,Leeks and other alliaceous vegetables,2129,85861.0,403293,29,15.55,11963,11419.0
529,2016,Leeks and other alliaceous vegetables,2129,85861.0,403293,29,15.55,11963,5709.5
530,2016,Lettuce and chicory,14278,333034.0,233250,29,15.55,18342,11419.0
531,2016,Lettuce and chicory,14278,333034.0,233250,29,15.55,18342,5709.5
532,2016,Lettuce and chicory,14278,333034.0,233250,29,15.55,16659,11419.0
533,2016,Lettuce and chicory,14278,333034.0,233250,29,15.55,16659,5709.5
534,2016,Lettuce and chicory,14278,333034.0,233250,29,15.55,11963,11419.0
535,2016,Lettuce and chicory,14278,333034.0,233250,29,15.55,11963,5709.5
536,2016,Lupins,28600,50000.0,17483,29,15.55,18342,11419.0
537,2016,Lupins,28600,50000.0,17483,29,15.55,18342,5709.5
538,2016,Lupins,28600,50000.0,17483,29,15.55,16659,11419.0
539,2016,Lupins,28600,50000.0,17483,29,15.55,16659,5709.5
540,2016,Lupins,28600,50000.0,17483,29,15.55,11963,11419.0
541,2016,Lupins,28600,50000.0,17483,29,15.55,11963,5709.5
542,2016,Maize (corn),416300,4017800.0,96512,29,15.55,18342,11419.0
543,2016,Maize (corn),416300,4017800.0,96512,29,15.55,18342,5709.5
544,2016,Maize (corn),416300,4017800.0,96512,29,15.55,16659,11419.0
545,2016,Maize (corn),416300,4017800.0,96512,29,15.55,16659,5709.5
546,2016,Maize (corn),416300,4017800.0,96512,29,15.55,11963,11419.0
547,2016,Maize (corn),416300,4017800.0,96512,29,15.55,11963,5709.5
548,2016,Mixed grain,10800,45300.0,41944,29,15.55,18342,11419.0
549,2016,Mixed grain,10800,45300.0,41944,29,15.55,18342,5709.5
550,2016,Mixed grain,10800,45300.0,41944,29,15.55,16659,11419.0
551,2016,Mixed grain,10800,45300.0,41944,29,15.55,16659,5709.5
552,2016,Mixed grain,10800,45300.0,41944,29,15.55,11963,11419.0
553,2016,Mixed grain,10800,45300.0,41944,29,15.55,11963,5709.5
554,2016,Oats,115500,535900.0,46398,29,15.55,18342,11419.0
555,2016,Oats,115500,535900.0,46398,29,15.55,18342,5709.5
556,2016,Oats,115500,535900.0,46398,29,15.55,16659,11419.0
557,2016,Oats,115500,535900.0,46398,29,15.55,16659,5709.5
558,2016,Oats,115500,535900.0,46398,29,15.55,11963,11419.0
559,2016,Oats,115500,535900.0,46398,29,15.55,11963,5709.5
560,2016,"Onions and shallots, dry (excluding dehydrated)",11294,522677.0,462792,29,15.55,18342,11419.0
561,2016,"Onions and shallots, dry (excluding dehydrated)",11294,522677.0,462792,29,15.55,18342,5709.5
562,2016,"Onions and shallots, dry (excluding dehydrated)",11294,522677.0,462792,29,15.55,16659,11419.0
563,2016,"Onions and shallots, dry (excluding dehydrated)",11294,522677.0,462792,29,15.55,16659,5709.5
564,2016,"Onions and shallots, dry (excluding dehydrated)",11294,522677.0,462792,29,15.55,11963,11419.0
565,2016,"Onions and shallots, dry (excluding dehydrated)",11294,522677.0,462792,29,15.55,11963,5709.5
566,2016,"Onions and shallots, green",2269,93828.0,413521,29,15.55,18342,11419.0
567,2016,"Onions and shallots, green",2269,93828.0,413521,29,15.55,18342,5709.5
568,2016,"Onions and shallots, green",2269,93828.0,413521,29,15.55,16659,11419.0
569,2016,"Onions and shallots, green",2269,93828.0,413521,29,15.55,16659,5709.5
570,2016,"Onions and shallots, green",2269,93828.0,413521,29,15.55,11963,11419.0
571,2016,"Onions and shallots, green",2269,93828.0,413521,29,15.55,11963,5709.5
572,2016,"Other beans, green",4158,45634.0,109750,29,15.55,18342,11419.0
573,2016,"Other beans, green",4158,45634.0,109750,29,15.55,18342,5709.5
574,2016,"Other beans, green",4158,45634.0,109750,29,15.55,16659,11419.0
575,2016,"Other beans, green",4158,45634.0,109750,29,15.55,16659,5709.5
576,2016,"Other beans, green",4158,45634.0,109750,29,15.55,11963,11419.0
577,2016,"Other beans, green",4158,45634.0,109750,29,15.55,11963,5709.5
578,2016,Other berries and fruits of the genus vaccinium n.e.c.,1960,5776.0,29469,29,15.55,18342,11419.0
579,2016,Other berries and fruits of the genus vaccinium n.e.c.,1960,5776.0,29469,29,15.55,18342,5709.5
580,2016,Other berries and fruits of the genus vaccinium n.e.c.,1960,5776.0,29469,29,15.55,16659,11419.0
581,2016,Other berries and fruits of the genus vaccinium n.e.c.,1960,5776.0,29469,29,15.55,16659,5709.5
582,2016,Other berries and fruits of the genus vaccinium n.e.c.,1960,5776.0,29469,29,15.55,11963,11419.0
583,2016,Other berries and fruits of the genus vaccinium n.e.c.,1960,5776.0,29469,29,15.55,11963,5709.5
584,2016,Other stone fruits,491,4274.0,87047,29,15.55,18342,11419.0
585,2016,Other stone fruits,491,4274.0,87047,29,15.55,18342,5709.5
586,2016,Other stone fruits,491,4274.0,87047,29,15.55,16659,11419.0
587,2016,Other stone fruits,491,4274.0,87047,29,15.55,16659,5709.5
588,2016,Other stone fruits,491,4274.0,87047,29,15.55,11963,11419.0
589,2016,Other stone fruits,491,4274.0,87047,29,15.55,11963,5709.5
590,2016,"Other vegetables, fresh n.e.c.",13375,406208.0,303707,29,15.55,18342,11419.0
591,2016,"Other vegetables, fresh n.e.c.",13375,406208.0,303707,29,15.55,18342,5709.5
592,2016,"Other vegetables, fresh n.e.c.",13375,406208.0,303707,29,15.55,16659,11419.0
593,2016,"Other vegetables, fresh n.e.c.",13375,406208.0,303707,29,15.55,16659,5709.5
594,2016,"Other vegetables, fresh n.e.c.",13375,406208.0,303707,29,15.55,11963,11419.0
595,2016,"Other vegetables, fresh n.e.c.",13375,406208.0,303707,29,15.55,11963,5709.5
596,2016,Pears,1925,34625.0,179870,29,15.55,18342,11419.0
597,2016,Pears,1925,34625.0,179870,29,15.55,18342,5709.5
598,2016,Pears,1925,34625.0,179870,29,15.55,16659,11419.0
599,2016,Pears,1925,34625.0,179870,29,15.55,16659,5709.5
600,2016,Pears,1925,34625.0,179870,29,15.55,11963,11419.0
601,2016,Pears,1925,34625.0,179870,29,15.55,11963,5709.5
602,2016,"Peas, dry",87500,290200.0,33166,29,15.55,18342,11419.0
603,2016,"Peas, dry",87500,290200.0,33166,29,15.55,18342,5709.5
604,2016,"Peas, dry",87500,290200.0,33166,29,15.55,16659,11419.0
605,2016,"Peas, dry",87500,290200.0,33166,29,15.55,16659,5709.5
606,2016,"Peas, dry",87500,290200.0,33166,29,15.55,11963,11419.0
607,2016,"Peas, dry",87500,290200.0,33166,29,15.55,11963,5709.5
608,2016,"Peas, green",5010,27565.0,55020,29,15.55,18342,11419.0
609,2016,"Peas, green",5010,27565.0,55020,29,15.55,18342,5709.5
610,2016,"Peas, green",5010,27565.0,55020,29,15.55,16659,11419.0
611,2016,"Peas, green",5010,27565.0,55020,29,15.55,16659,5709.5
612,2016,"Peas, green",5010,27565.0,55020,29,15.55,11963,11419.0
613,2016,"Peas, green",5010,27565.0,55020,29,15.55,11963,5709.5
614,2016,Plums and sloes,3855,37783.0,98010,29,15.55,18342,11419.0
615,2016,Plums and sloes,3855,37783.0,98010,29,15.55,18342,5709.5
616,2016,Plums and sloes,3855,37783.0,98010,29,15.55,16659,11419.0
617,2016,Plums and sloes,3855,37783.0,98010,29,15.55,16659,5709.5
618,2016,Plums and sloes,3855,37783.0,98010,29,15.55,11963,11419.0
619,2016,Plums and sloes,3855,37783.0,98010,29,15.55,11963,5709.5
620,2016,Potatoes,242600,10772100.0,444027,29,15.55,18342,11419.0
621,2016,Potatoes,242600,10772100.0,444027,29,15.55,18342,5709.5
622,2016,Potatoes,242600,10772100.0,444027,29,15.55,16659,11419.0
623,2016,Potatoes,242600,10772100.0,444027,29,15.55,16659,5709.5
624,2016,Potatoes,242600,10772100.0,444027,29,15.55,11963,11419.0
625,2016,Potatoes,242600,10772100.0,444027,29,15.55,11963,5709.5
626,2016,"Pumpkins, squash and gourds",5095,130053.0,255256,29,15.55,18342,11419.0
627,2016,"Pumpkins, squash and gourds",5095,130053.0,255256,29,15.55,18342,5709.5
628,2016,"Pumpkins, squash and gourds",5095,130053.0,255256,29,15.55,16659,11419.0
629,2016,"Pumpkins, squash and gourds",5095,130053.0,255256,29,15.55,16659,5709.5
630,2016,"Pumpkins, squash and gourds",5095,130053.0,255256,29,15.55,11963,11419.0
631,2016,"Pumpkins, squash and gourds",5095,130053.0,255256,29,15.55,11963,5709.5
632,2016,Rape or colza seed,1325700,4579600.0,34545,29,15.55,18342,11419.0
633,2016,Rape or colza seed,1325700,4579600.0,34545,29,15.55,18342,5709.5
634,2016,Rape or colza seed,1325700,4579600.0,34545,29,15.55,16659,11419.0
635,2016,Rape or colza seed,1325700,4579600.0,34545,29,15.55,16659,5709.5
636,2016,Rape or colza seed,1325700,4579600.0,34545,29,15.55,11963,11419.0
637,2016,Rape or colza seed,1325700,4579600.0,34545,29,15.55,11963,5709.5
638,2016,Raspberries,1014,5617.0,55394,29,15.55,18342,11419.0
639,2016,Raspberries,1014,5617.0,55394,29,15.55,18342,5709.5
640,2016,Raspberries,1014,5617.0,55394,29,15.55,16659,11419.0
641,2016,Raspberries,1014,5617.0,55394,29,15.55,16659,5709.5
642,2016,Raspberries,1014,5617.0,55394,29,15.55,11963,11419.0
643,2016,Raspberries,1014,5617.0,55394,29,15.55,11963,5709.5
644,2016,Rye,570900,3173800.0,55593,29,15.55,18342,11419.0
645,2016,Rye,570900,3173800.0,55593,29,15.55,18342,5709.5
646,2016,Rye,570900,3173800.0,55593,29,15.55,16659,11419.0
647,2016,Rye,570900,3173800.0,55593,29,15.55,16659,5709.5
648,2016,Rye,570900,3173800.0,55593,29,15.55,11963,11419.0
649,2016,Rye,570900,3173800.0,55593,29,15.55,11963,5709.5
650,2016,Sour cherries,2012,15969.0,79369,29,15.55,18342,11419.0
651,2016,Sour cherries,2012,15969.0,79369,29,15.55,18342,5709.5
652,2016,Sour cherries,2012,15969.0,79369,29,15.55,16659,11419.0
653,2016,Sour cherries,2012,15969.0,79369,29,15.55,16659,5709.5
654,2016,Sour cherries,2012,15969.0,79369,29,15.55,11963,11419.0
655,2016,Sour cherries,2012,15969.0,79369,29,15.55,11963,5709.5
656,2016,Spinach,3616,69049.0,190954,29,15.55,18342,11419.0
657,2016,Spinach,3616,69049.0,190954,29,15.55,18342,5709.5
658,2016,Spinach,3616,69049.0,190954,29,15.55,16659,11419.0
659,2016,Spinach,3616,69049.0,190954,29,15.55,16659,5709.5
660,2016,Spinach,3616,69049.0,190954,29,15.55,11963,11419.0
661,2016,Spinach,3616,69049.0,190954,29,15.55,11963,5709.5
662,2016,Strawberries,14299,143221.0,100162,29,15.55,18342,11419.0
663,2016,Strawberries,14299,143221.0,100162,29,15.55,18342,5709.5
664,2016,Strawberries,14299,143221.0,100162,29,15.55,16659,11419.0
665,2016,Strawberries,14299,143221.0,100162,29,15.55,16659,5709.5
666,2016,Strawberries,14299,143221.0,100162,29,15.55,11963,11419.0
667,2016,Strawberries,14299,143221.0,100162,29,15.55,11963,5709.5
668,2016,Sugar beet,364300,27065500.0,742945,29,15.55,18342,11419.0
669,2016,Sugar beet,364300,27065500.0,742945,29,15.55,18342,5709.5
670,2016,Sugar beet,364300,27065500.0,742945,29,15.55,16659,11419.0
671,2016,Sugar beet,364300,27065500.0,742945,29,15.55,16659,5709.5
672,2016,Sugar beet,364300,27065500.0,742945,29,15.55,11963,11419.0
673,2016,Sugar beet,364300,27065500.0,742945,29,15.55,11963,5709.5
674,2016,Sunflower seed,16700,35700.0,21377,29,15.55,18342,11419.0
675,2016,Sunflower seed,16700,35700.0,21377,29,15.55,18342,5709.5
676,2016,Sunflower seed,16700,35700.0,21377,29,15.55,16659,11419.0
677,2016,Sunflower seed,16700,35700.0,21377,29,15.55,16659,5709.5
678,2016,Sunflower seed,16700,35700.0,21377,29,15.55,11963,11419.0
679,2016,Sunflower seed,16700,35700.0,21377,29,15.55,11963,5709.5
680,2016,Tomatoes,337,85287.0,2530772,29,15.55,18342,11419.0
681,2016,Tomatoes,337,85287.0,2530772,29,15.55,18342,5709.5
682,2016,Tomatoes,337,85287.0,2530772,29,15.55,16659,11419.0
683,2016,Tomatoes,337,85287.0,2530772,29,15.55,16659,5709.5
684,2016,Tomatoes,337,85287.0,2530772,29,15.55,11963,11419.0
685,2016,Tomatoes,337,85287.0,2530772,29,15.55,11963,5709.5
686,2016,Triticale,396100,2397300.0,60523,29,15.55,18342,11419.0
687,2016,Triticale,396100,2397300.0,60523,29,15.55,18342,5709.5
688,2016,Triticale,396100,2397300.0,60523,29,15.55,16659,11419.0
689,2016,Triticale,396100,2397300.0,60523,29,15.55,16659,5709.5
690,2016,Triticale,396100,2397300.0,60523,29,15.55,11963,11419.0
691,2016,Triticale,396100,2397300.0,60523,29,15.55,11963,5709.5
692,2016,Wheat,3201700,24463800.0,76409,29,15.55,18342,11419.0
693,2016,Wheat,3201700,24463800.0,76409,29,15.55,18342,5709.5
694,2016,Wheat,3201700,24463800.0,76409,29,15.55,16659,11419.0
695,2016,Wheat,3201700,24463800.0,76409,29,15.55,16659,5709.5
696,2016,Wheat,3201700,24463800.0,76409,29,15.55,11963,11419.0
697,2016,Wheat,3201700,24463800.0,76409,29,15.55,11963,5709.5
698,2017,Apples,33913,596666.0,175940,16,17.09,18097,11419.0
699,2017,Apples,33913,596666.0,175940,16,17.09,18097,5709.5
700,2017,Apples,33913,596666.0,175940,16,17.09,16687,11419.0
701,2017,Apples,33913,596666.0,175940,16,17.09,16687,5709.5
702,2017,Apples,33913,596666.0,175940,16,17.09,11971,11419.0
703,2017,Apples,33913,596666.0,175940,16,17.09,11971,5709.5
704,2017,Asparagus,23190,130881.0,56439,16,17.09,18097,11419.0
